,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,TOTAL_DIST_POP,WAGE_PROPORTION,TOTAL_INC_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,ITEMIZED_DEDUCTIONS_PROPORTION,BUSINESS_DEDUCTIONS_PROPORTION,CTC,CDCTC,CTC_PROPORTION,CDCTC_PROPORTION,HOMEBUYER_CREDIT_TOTAL,HOMEBUYER_CREDIT_PROPORTION,PAYROLL_TOTAL,PAYROLL_PER_FILER,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,PEASE_LIMIT_TOTAL,PEASE_LIMIT_PER_FILER,CAPITAL_GAINS_AND_DIVIDENDS_TOTAL,CAPITAL_GAINS_AND_DIVIDENDS_PER_FILER,ITEMIZED_LIMIT_TOTAL,ITEMIZED_LIMIT_PER_FILER,BUSINESS_DEDUCTION_TOTAL,BUSINESS_DEDUCTION_PER_FILER,CTC_TOTAL,CTC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,HOMEBUYER_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,NET_TAX_CHANGE_TOTAL
130,AZ,3,9,520,178452,607090,34724,196376,86025,33210,315570,0.0001984417536217213,0.00027500008395998216,231100,0.0003126696407840781,0.0005283152597824241,0.0005038593181088723,181768,7001,0.002263392389966939,0.0018698263286289882,-7966419.735955808,0.0006638683113296507,14525936.36511,46.0307898884875,6902502.107395552,21.873125162073556,4455001.360151711,14.117315841657037,4439908.899133909,14.069489809341537,12521071.656843452,39.67763620383259,15065393.611455282,47.740259249786995,-238787897.14151204,-756.6875721440949,-11218957.97177393,-35.5514084728394,-25.244540786373257,-633.9749052481285,-200063460.84915182
140,AZ,4,9,1260,368486,1331406,44167,351934,93313,58536,324030,0.0004097628943640508,0.0006031012894049054,396101,0.0005359098112687759,0.000573073895217406,0.0008881032533821424,154556,5048,0.0019245459829218025,0.0013482192982315572,-18578461.46311363,0.0015482051219261358,29994643.86744852,92.56749025537302,15137842.364063125,46.71741000544124,9770240.888359468,30.152272593153313,7609919.320016618,23.48523075029046,13581851.316652521,41.9154131304278,26554287.276126057,81.95008880698101,-203039601.19825017,-626.6074165918285,-8089315.789389343,-24.964712493871996,-57.335621587858,-392.1198451318915,-127058593.41808687
150,AZ,5,9,3250,1502669,3295591,62082,741734,270926,158591,379070,0.0016709942812240732,0.0014928392852752664,803816,0.0010875329293660516,0.0016638691086522876,0.0024061292718519775,296691,10644,0.0036944244948048117,0.0028427983776498997,-43481778.23213899,0.003623481519344916,122316781.38560216,322.6759737927089,37470266.06040919,98.84788049808529,24183996.421459317,63.79823362824628,15442967.596997932,40.73909198036756,39433697.87505922,104.02748272102572,71943265.22837412,189.78886545591612,-389761784.20190763,-1028.2053029833742,-17056790.265899397,-44.99641297359168,-114.70646116057455,-368.0306490411905,-139509378.13204408
160,AZ,6,9,10120,5340516,14571804,813821,5302735,1199885,432467,378320,0.005938747451891044,0.00660074671539377,6116556,0.008275471083321929,0.007368992217193072,0.006561352837235462,170921,8309,0.002128324516336974,0.002219166828250002,-59697339.359515116,0.004974778279959593,434716313.47842443,1149.0703993403056,165678742.5563836,437.93281496189365,106932096.78937908,282.64986463676007,117511689.3831714,310.61453104031347,174645115.5474758,461.6333145154256,196184449.83334032,518.5674821139255,-224538236.47355077,-593.5140528482522,-13315000.96950001,-35.19507551675833,-157.79588538674963,2373.9633928568637,898117830.7856088
170,AZ,7,9,480,215342,545051,20585,110879,54641,31120,305040,0.00023946408058418347,0.00024689761116551456,131464,0.00017786586610141948,0.0003355730788697639,0.0004721500144398707,157508,6080,0.001961304567134548,0.0016238457474738249,-8050809.03366072,0.00067090075280506,17528770.69876223,57.4638430984862,6197130.040254416,20.315794781846368,3999741.300881336,13.112186273542276,2525695.2986401566,8.279882306058735,7953081.969213404,26.072259274893142,14117285.431752134,46.28011222053545,-206917631.83269483,-678.3295037788317,-9743074.484842949,-31.940317613568546,-26.39263386329898,-565.138377300337,-172389810.6116948
180,AZ,8,9,1650,584084,1516571,47125,383599,120875,67593,367600,0.0006495116514378626,0.0006869774701136142,430724,0.0005827534329601093,0.0007423435864713806,0.0010255152932530263,223817,9061,0.002786990529384877,0.0024200109075428167,-30020039.4818189,0.0025016699568182416,47544252.885251544,129.33692297402487,17243134.49985172,46.90732997783384,11129035.01584055,30.274850423940563,8275098.7480335515,22.511150021854057,17593542.99937172,47.8605631103692,30662907.268265486,83.41378473412809,-294027500.8501045,-799.8571840318403,-14520065.4452569,-39.49963396424619,-81.6649605054921,-560.7171772594281,-206119634.3605658
190,AZ,9,9,3910,1960242,4997824,179931,1503259,386789,173963,361170,0.002179823481961257,0.0022639180675307017,1683190,0.0022772930016068905,0.0023754319211390183,0.0026393519589332655,155025,7570,0.0019303860154406974,0.0020217947875619826,-28484084.23097731,0.002373673685914776,159563078.87956402,441.7949411068583,56824343.49502061,157.33406289287763,36675472.69399737,101.54628760416803,32337560.622817844,89.53556669385011,56297736.530994736,155.8760044604888,78916623.57210463,218.50270945013327,-203655724.62899357,-563.8777435251919,-12130768.725371895,-33.58742067550432,-78.86614123813526,488.2582667695446,176344238.20915645
210,AR,1,9,930,271515,764804,27002,132245,51311,36908,268720,0.00030192944172439457,0.00034644149008043317,159247,0.00021545522408456116,0.0003151221655878636,0.0005599650621126847,132360,5851,0.0016481592840105188,0.0015626844520508797,-5179331.86810324,0.0004316109890086033,22101235.13422568,82.24633497404615,8695681.401018873,32.35963605618812,5612352.139303017,20.885502155786757,3059464.1820007684,11.385323690089194,7468395.324432367,27.7924803677894,16742955.357169274,62.30632389539027,-173880804.46310973,-647.0705733220815,-9376106.712305278,-34.89173382072521,-19.274084058139476,-464.2607900616563,-124756159.50536828
220,AR,2,9,2410,1060632,2718098,141946,706980,204613,108010,324180,0.001179441384951211,0.0012312460725946064,848926,0.0011485650691140817,0.0012566134292340732,0.0016387186073152453,167913,9427,0.002090868614808539,0.0025177621482624585,-14248275.017974745,0.0011873562514978955,86335109.37842864,266.3184322858555,30904276.42212462,95.33060775533536,19946186.376032624,61.52812134009694,16309623.98141996,50.31039540199877,29781738.272847533,91.86790756014416,48997686.35872584,151.1434584450794,-220586638.86230087,-680.4449344879415,-15106572.889574751,-46.59933644757465,-43.95173982964632,-54.49708797665227,-17666865.98027116
230,AR,3,9,2640,1348979,6859916,3313371,1874092,1922533,107782,343660,0.0015000883058686704,0.0031074098996169016,5187463,0.007018443067030273,0.011807073773150633,0.0016352594105513542,204465,9101,0.0025460175884346537,0.0024306941032498815,-14422656.222360827,0.0012018880185300689,109806463.98958667,319.5206424651885,77995988.48038423,226.95684246168955,50340040.3737938,146.482105493202,99661891.55182987,290.00143034344956,279827648.42367,814.2572554957516,48894256.375485495,142.27508693326396,-268604855.579856,-781.6005807479951,-14584164.619499288,-42.43777169149534,-41.96780603608458,1073.4872047169702,368914612.773034
240,AR,4,9,810,263387,741408,42439,106116,54586,42275,273600,0.00029289096317869405,0.0003358435524363808,148555,0.00020098934870912472,0.00033523530102276555,0.0006413927333048051,130465,4905,0.001624562564131402,0.001310026873578801,-4744709.476769896,0.00039539245639749136,21439618.504680406,78.36117874517693,8429673.166153159,30.81020894061827,5440665.549469369,19.88547349952255,2854048.7516695713,10.431464735634398,7945076.634239543,29.039022785963244,19177642.725813672,70.09372341306167,-171391350.5158629,-626.4303746924815,-7860161.241472806,-28.72865950830704,-17.341774403398745,-433.87973648421024,-118709495.90207987
260,CA,1,9,1640,400463,1616364,70428,597795,105525,75992,294080,0.00044532187916423115,0.0007321817781710991,668223,0.0009040806809764561,0.0006480728600818402,0.0011529442126386458,145175,4451,0.0018077328804489807,0.0011887726023036174,-23196902.140081078,0.0019330751783400897,32597561.55482172,110.84589756128169,18377762.632094588,62.49239197529444,11861344.806371806,40.33373505975179,12837945.669865677,43.654603066735845,15359326.783939613,52.2283963001211,34473031.95789551,117.22331324093958,-190715818.88736746,-648.5167943667283,-7132635.613821705,-24.254065607391542,-78.8795638604498,-324.8720866304453,-95538383.23628135
270,CA,2,9,10780,5972419,15552143,821897,5356364,945313,337899,335990,0.006641434669959917,0.007044821411582547,6178261,0.008358955636262566,0.005805559815991895,0.0051265751198334795,158426,7307,0.0019727355902738777,0.0019515527757880326,-74764855.87504342,0.0062304046562536184,486153017.84106594,1446.9270449747492,176825017.43072194,526.2805959425041,114126106.86763726,339.6711416043253,118697170.03492844,353.27590117244097,137591767.6390079,409.5114962915798,153284596.08302104,456.217732917709,-208123604.7738941,-619.4339259320043,-11709316.654728197,-34.85019391865293,-222.52107466008934,2655.0787183925618,892079898.5927167
280,CA,3,9,1770,546942,1638316,76234,381201,106930,83622,322700,0.0006082090960559225,0.0007421256116110991,457435,0.0006188924151106221,0.0006567015487187981,0.0012687059289039483,209691,7199,0.00261109223650234,0.001922708147378958,-38618153.37984798,0.003218179448320665,44520905.83129353,137.9637614852604,18627352.851438586,57.72343616807743,12022434.908099804,37.25576358258384,8788272.294570833,27.233567693123128,15563826.704635516,48.2300176778293,37934307.27422805,117.55285799264968,-275470230.9509969,-853.6418684567614,-11536248.884273747,-35.749144357836215,-119.67199683869842,-583.103605053772,-188167533.3508523
290,CA,4,9,4480,2082291,4672565,109650,1127694,314747,190083,353570,0.0023155441104091164,0.0021165820015293844,1237344,0.0016740800692615072,0.0019329920728943756,0.0028839232389066176,220877,7949,0.002750381370311207,0.00212301806688642,-67620408.9085171,0.005635034075709759,169497828.8819473,479.3897357862582,53126208.23838755,150.2565495895793,34288628.424776025,96.97833081080415,23771936.983513404,67.23403281815031,45811912.1275967,129.56956791468932,86229304.84330787,243.88184756429524,-290165234.56783235,-820.6726661420153,-12738108.40131852,-36.027118820370845,-191.25041408636793,119.35986543502241,42202067.62186089
300,CA,5,9,3350,1298693,4114553,172839,1407612,315192,187765,354460,0.0014441693919723742,0.001863813306853673,1580451,0.0021382909841922847,0.0019357250027473621,0.002848754738473725,193906,7485,0.002414535918142518,0.0019990929966844703,-59919482.80542381,0.0049932902337853175,105713199.49237779,298.23731730626247,46781714.00202719,131.98023472896008,30193775.571029503,85.18246225534476,30363731.97553044,85.6619420400904,45876682.56511248,129.4269665550767,85177766.68036439,240.30290210563783,-254733539.36403564,-718.652427252823,-11994557.980106821,-33.838960616449874,-169.04441348931843,49.256023632780824,17459290.13687548
310,CA,6,9,1370,543559,1420596,37110,368851,101898,60483,343220,0.0006044471407261852,0.0006435026425624121,405961,0.0005492500218188885,0.0006257979464261488,0.0009176429731158965,185633,7392,0.002311519736844399,0.0019742545666655447,-28611403.519962814,0.002384283626663568,44245530.70115676,128.91303158661137,16151916.328316545,47.059950842947806,10424742.809511077,30.37335472732089,7799350.309828217,22.724055444986355,14831411.330299728,43.212549764873046,27437524.896165308,79.94150951624412,-243865332.2370841,-710.5219166630269,-11845527.399993269,-34.51292873373716,-83.36170246478298,-476.17209597856345,-163431786.78176254
320,CA,7,9,2480,1020201,2378224,59072,513249,166778,105708,356400,0.001134481403888069,0.0010772896929213867,572321,0.0007743288683824507,0.0010242529775762062,0.0016037928575324504,230326,9475,0.0028680412152387942,0.002530581983110936,-49938434.914217226,0.0041615362428514355,83044038.76460664,233.0079651083239,27039971.292326804,75.86972865411562,17452093.025326464,48.96771331460849,10995469.9310308,30.851486899637486,24274795.568556085,68.11109867720563,47953406.44022027,134.54940078625216,-302578348.2076928,-848.9852643313491,-15183491.898665616,-42.6023902880629,-140.11906541587325,-440.349326595142,-156940499.99850863
330,CA,8,9,620,167749,644834,10810,104123,92269,34808,292900,0.00018653982991667298,0.00029209738941549215,114933,0.0001555000425107592,0.0005666622575398372,0.0005281040392873721,178574,5854,0.0022236203987828227,0.0015634856917289097,-21501132.468191683,0.0017917610390159736,13654715.549900463,46.619035677365865,7331644.474328853,25.031220465445042,4731977.708530973,16.1556084278968,2208100.6036527804,7.538752487718608,13429895.503694143,45.85146979752183,15790310.774692427,53.910245048454854,-234591952.0715878,-800.9284809545503,-9380914.150373459,-32.02770280086534,-73.40775851209179,-711.2576103631044,-208327354.07535332
340,CA,9,9,1430,529243,1488283,61660,419227,94819,83793,335250,0.0005885274976577491,0.0006741635506369964,480887,0.0006506220923744395,0.0005823228668097608,0.0012713003264768665,242950,6995,0.0030252364615469597,0.0018682238492729285,-45347657.11907007,0.0037789714265891723,43080212.82854724,128.50175340357117,16921505.120988607,50.47428820578257,10921449.52031934,32.577030634807876,9238833.711717041,27.55804239140057,13801051.943391332,41.16644874986229,38011879.76165831,113.38368310710905,-319162446.6932042,-952.0132638126897,-11209343.095637571,-33.435773588777245,-135.26519647746477,-727.0529873863982,-243744514.02129
350,CA,10,9,1470,521485,1588154,89035,420924,100896,95490,324160,0.0005799004656009646,0.000719403191193038,509959,0.0006899554190593149,0.0006196442481953789,0.0014487662236138577,233501,6422,0.0029075766166193726,0.0017151870707692275,-31523989.8288836,0.0026269991524069665,42448714.081990615,130.94988302687133,18057020.098945256,55.70403534965837,11654331.697327217,35.952405285436875,9797366.950642273,30.223861520984308,14685568.68223048,45.303457188519495,43318110.08605435,133.63187958432363,-306749333.05334383,-946.2898971290222,-10291122.424615365,-31.747045979193498,-97.24824108120558,-643.5196622336272,-208603333.70965266
360,CA,11,9,11270,6977734,14540660,448308,3704008,1131563,327833,367240,0.007759362580783111,0.00658663908289307,4152316,0.005617927962535613,0.006949398434236318,0.004973854617090814,209755,9363,0.002611889170577413,0.002500669035131155,-98743952.26082256,0.00822866268840188,567985340.9133238,1546.6325588534032,165324640.98061606,450.18146438464237,106703553.14286773,290.55536745144246,79774577.0680057,217.22736376213294,164700742.89140072,448.48258057782573,148718253.05101535,404.96202224979675,-275554307.4959171,-750.3384911663138,-15004014.21078693,-40.85615458769995,-268.88125547549987,2297.9654560497297,843904834.0797027
370,CA,12,9,18530,14990888,33609635,2160227,12365031,2565053,438599,424320,0.016670130360359192,0.015224517694022888,14525258,0.01965212981893577,0.015753055995939395,0.006654387023885374,109751,6986,0.0013666298698960294,0.0018658201302388388,-73565477.35845064,0.006130456446537553,1220253542.3782928,2875.786063297259,382135394.1199745,900.5830366703773,246637186.64317077,581.2527965761001,279060243.42888796,657.6646008410821,373347427.1037637,879.8723300899409,198966172.01417267,468.90594837427574,-144179451.2740311,-339.7894307928712,-11194920.781433033,-26.383203199078604,-173.3726370627136,5824.519504794371,2471460116.2743473
380,CA,13,9,7700,4371422,8535136,391039,2132236,611853,153566,374460,0.00486109792829765,0.0038662523128528987,2523275,0.0034138965289893753,0.003757643436717879,0.0023298903958056936,164668,8617,0.0020504615667833494,0.0023014274351943996,-67162465.65732008,0.005596872138110007,355832368.351388,950.2546823462799,97042933.05260776,259.15433705230936,62633287.468216956,167.26295857559407,48477330.71164913,129.45930329447506,89056149.45021373,237.825533969486,69663722.83459024,186.03782202261988,-216323695.29564336,-577.695068353478,-13808564.611166397,-36.875940317167114,-179.35818420477509,1136.065444385344,425411066.304536
390,CA,14,9,15000,10801804,19590855,1219249,5363219,1141434,251952,384620,0.012011795485834418,0.008874280205320193,6582468,0.008905832561803068,0.007010020345649422,0.0038225944870872207,191980,9676,0.0023905531833207875,0.0025842650415389356,-102199221.28170629,0.008516601773475524,879263429.5630795,2286.0574841741964,222744433.15353686,579.128576656276,143763339.32618713,373.7801968857239,126462822.37760358,328.79939258905824,166137482.1918913,431.95227027167414,114295575.1639079,297.1649294470072,-252203360.8403431,-655.7208695344576,-15505590.249233613,-40.31405087939684,-265.7147867549953,3335.133142855086,1282758909.4049232
400,CA,15,9,9390,6386352,8761870,156921,1265057,414122,161758,373340,0.007101735425355766,0.003968958450388655,1421978,0.001923882953106282,0.0025432952282664,0.002454178728655675,269356,11256,0.003354046480084144,0.003006251271967989,-108521345.31574209,0.009043445442978507,519847033.13604206,1392.4225454975144,99620857.10475524,266.83681658744104,64297126.89629621,172.22137166201375,27319137.934109207,73.17495562787059,60276096.909913674,161.45094795605527,73379943.98680468,196.5499115733773,-353851903.6488772,-947.8006740474559,-18037507.631807934,-48.31388983716702,-290.67698429244683,975.8650007272029,364329439.3714938
410,CA,16,9,640,149958,1089712,56251,208083,69489,45691,279220,0.00016675592590503936,0.0004936185598382448,264334,0.0003576339975206339,0.0004267608147285193,0.000693219997100647,177564,4935,0.0022110437829105756,0.0013180392703590997,-10585149.204071775,0.0008820957670059812,12206533.776248882,43.716545291343316,12389825.851939945,44.372988510636574,7996620.669379566,28.63913999491285,5078402.764793001,18.1878187980553,10114231.309065906,36.223162055246426,20727277.913309343,74.23278387403963,-233265119.09706572,-835.4169439763116,-7908235.622154598,-28.32259731449967,-37.909709920749854,-656.2768126873269,-183245611.63855547
420,CA,17,9,15010,11703638,14447081,272510,2318045,1015919,105313,372800,0.01301465070984811,0.006544249597220614,2590555,0.003504923848037202,0.00623918059172218,0.0015977999508581652,221665,10394,0.0027601936211105447,0.002776028404480746,-84192155.90155894,0.007016012991796578,952672431.9608817,2555.451802470176,164260664.89023742,440.6133714866884,106016843.47497395,284.37994494359964,49769918.642128274,133.5030006494857,147868580.02381566,396.6431867591622,47774218.53065914,128.1497278182917,-291200427.0271625,-781.1170252874531,-16656170.426884476,-44.678568741642906,-225.8373280621216,2887.108112036186,1076313904.1670902
430,CA,18,9,34210,33426430,62997391,2780596,23781011,6683329,509013,362210,0.03717077637971955,0.028536605469139376,26561607,0.035936859019203175,0.04104509964366648,0.0077227022911337375,179685,9907,0.0022374546762422946,0.0026459604967472338,-128237066.36842422,0.010686422197368685,2720900830.995471,7511.942881189009,716268797.2753984,1977.495920254544,462293008.6000579,1276.312107893371,510303398.07268506,1408.8606004049725,972768861.5548956,2685.6488267990826,230908798.50489876,637.4997888100792,-236051468.3435621,-651.6978226541567,-15875762.980483403,-43.83027243997516,-354.0406569902107,14448.191373266716,5233279397.310937
440,CA,19,9,7400,5026855,7480909,126800,1344927,396106,133558,356020,0.005589950919026505,0.0033887077749542673,1471727,0.0019911914860330114,0.0024326514884205393,0.00202633070785862,222447,7669,0.0027699311593403437,0.0020482356969369676,-83888144.33198464,0.006990678694332054,409184407.2727401,1149.3298333597554,85056565.15135211,238.90951393559942,54897065.95425913,154.1965787154068,28274919.10166876,79.41946829298567,57653840.27556678,161.93989179137907,60587288.16497274,170.17945105604386,-292227737.31040627,-820.8183172585985,-12289414.181621805,-34.5188870895506,-235.6276173585322,863.0099154444889,307248790.0965469
450,CA,20,9,3660,1735837,4593129,237968,1314811,336999,182922,340540,0.0019302811864337069,0.002080599022614487,1552779,0.002100851805050022,0.0020696508483745092,0.002775277151072302,212819,7634,0.002650042389421537,0.002038887900693286,-52624885.91833373,0.004385407159861144,141296582.84694734,414.9191955334097,52223035.46762362,153.35360153762736,33705704.166354686,98.97722489679535,29832095.63171031,87.60232463649001,49050725.10647587,144.0380721984961,82980786.81706183,243.67412585030195,-279579472.08397216,-820.9886418158576,-12233327.404159717,-35.92332003335795,-154.5336404485045,131.11894235540052,44651244.62970808
460,CA,21,9,450,96874,529497,90778,131316,38956,33988,257290,0.000107725586938508,0.00023985194856867792,222094,0.00030048486023495906,0.00023924497832123354,0.0005156630684698691,172389,5418,0.002146604191683963,0.0014470388585219051,-7479763.113755454,0.0006233135928129546,7885512.963898785,30.648346083791772,6020283.909073816,23.398825873814822,3885601.5668125823,15.10203104206375,4266885.0153364185,16.583952020429937,5670105.986213235,22.03780164877467,15418325.747249085,59.92586477223789,-226466742.22265807,-880.2003273452449,-8682233.15113143,-33.74493043309663,-29.071332402174413,-775.3197687394029,-199482023.298961
470,CA,22,9,2360,841596,2418148,121887,476730,189165,131340,320650,0.0009358695115830933,0.0010953744964134855,598617,0.000809906371082832,0.0011617408441353357,0.0019926793989888374,216018,8184,0.002689876641080268,0.0021857818416654248,-27282324.605569616,0.0022735270504641346,68505648.24788243,213.64618196751107,27493899.859978486,85.74426901599404,17745066.841898464,55.34092263183678,11500670.469376214,35.86674089934887,27533258.006007455,85.86701389679543,59581114.02976624,185.8135475745088,-283781985.6339683,-885.0210061873329,-13114691.049992548,-40.90033073442242,-85.08443663049935,-348.72709756625954,-111819343.83462116
480,CA,23,9,1250,423526,1478698,74828,403840,106738,90022,299940,0.00047096833963414887,0.0006698217301412602,478668,0.000647619868519399,0.0006555223969620039,0.0013658061889429962,208585,8100,0.0025973202195174834,0.002163347130680589,-25558962.084472146,0.0021299135070393456,34474882.4612197,114.93926272327698,16812525.42654563,56.05296201422161,10851112.028288415,36.17760894941793,9196202.132975465,30.660139137745766,15535880.807999494,51.796628685735456,40837605.04939559,136.15258068078813,-274017283.1590945,-913.5736585953674,-12980082.784083534,-43.27559773315841,-85.21358299817345,-616.2836571355134,-184848120.12122586
