,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,TOTAL_DIST_POP,WAGE_PROPORTION,TOTAL_INC_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,ITEMIZED_DEDUCTIONS_PROPORTION,BUSINESS_DEDUCTIONS_PROPORTION,CTC,CDCTC,CTC_PROPORTION,CDCTC_PROPORTION,HOMEBUYER_CREDIT_TOTAL,HOMEBUYER_CREDIT_PROPORTION,PAYROLL_TOTAL,PAYROLL_PER_FILER,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,PEASE_LIMIT_TOTAL,PEASE_LIMIT_PER_FILER,CAPITAL_GAINS_AND_DIVIDENDS_TOTAL,CAPITAL_GAINS_AND_DIVIDENDS_PER_FILER,ITEMIZED_LIMIT_TOTAL,ITEMIZED_LIMIT_PER_FILER,BUSINESS_DEDUCTION_TOTAL,BUSINESS_DEDUCTION_PER_FILER,CTC_TOTAL,CTC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,HOMEBUYER_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,NET_TAX_CHANGE_TOTAL
1170,FL,22,9,9590,5061226,18414496,1382357,6698995,1416694,662004,390500,0.005628172073811726,0.008341412222373544,8081352,0.010933766451275168,0.00870050634864518,0.010043868835451547,145671,10590,0.001813909119530797,0.0028283760634453627,-50299756.50477784,0.0034689487244674373,457570389.6008933,1171.7551590291762,253578931.56015575,649.3698631502068,164325820.78075883,420.8087600019432,431883774.8253691,1105.9763759932628,251444633.47584572,643.90431107771,359570504.3091654,920.7951454780165,0.0,0.0,-20364307.65680661,-52.149315382347275,-128.80859540276015,4731.651703945207,1847709990.3906038
1180,FL,23,9,6120,3175918,10635192,515592,3652474,771994,366719,371220,0.0035316765140137956,0.00481753725630554,4168066,0.005639237122390001,0.004741135840284484,0.005563829728321817,178658,13764,0.0022246663747563563,0.0036760876428009416,-42651807.15479078,0.002941503941709709,287125300.58932155,773.4639852090985,146453132.59168842,394.51843271291534,94905483.94921915,255.6583264619879,222749866.33440503,600.0481286956657,137018825.7842216,369.1041048009848,199185104.27392104,536.5688925001914,0.0,0.0,-26467831.02816678,-71.29958253371795,-114.89630718924299,2743.1659806578828,1018318075.3398192
1190,FL,24,9,1630,765241,2609845,105807,743472,165191,80171,368510,0.0008509614124988211,0.0011822095473859554,849279,0.001149042664887326,0.0010145065513364536,0.0012163476480610178,109933,11544,0.0013688961511720186,0.0030831702810588542,-15543081.72277098,0.0010719366705359296,69183162.83615416,187.73754534789873,35939170.24053305,97.52563089341686,23289528.08350332,63.199175282904996,45387185.26304938,123.1640532497066,29319239.33362351,79.56158403740335,43545245.800584435,118.16571002302362,0.0,0.0,-22198826.02362375,-60.23941283445157,-42.17818165794952,566.9361043419531,208921623.81105313
1200,FL,25,9,2250,884125,2972924,134934,943352,160793,128813,386530,0.0009831625054401427,0.0013466773453798381,1078286,0.0014588805550951988,0.0009874966064073853,0.0019543399681890444,141678,10676,0.0017641879045031906,0.0028513449342155517,-21858476.789984256,0.0015074811579299486,79931111.6922836,206.79148240054744,40938991.299547076,105.91413680580311,26529543.70398281,68.63514786428689,57625781.92626035,149.08488843365419,28538651.925173435,73.83295455766289,69965370.86116779,181.00890192525233,0.0,0.0,-20529683.526351973,-53.11278174100839,-56.550531110093026,675.6041991361054,261141291.09207883
1210,FL,26,9,1850,565739,3464688,408778,1434019,278424,153618,383860,0.0006291116897103927,0.0015694369712812642,1842797,0.0024932352922024093,0.0017099174413212632,0.0023306793354185107,155888,13755,0.001941132173359261,0.003673683923766852,-26815423.016061593,0.0018493395183490754,51146780.37345492,133.24331884920264,47710883.92695043,124.29240850036584,30917908.334240906,80.54475156109234,98482794.04199517,256.5591466732537,49416614.054184504,128.73603411187543,83438320.20798269,217.36654042615194,0.0,0.0,-26450524.251121335,-68.9066958034735,-69.85729957813159,801.9782047403368,307847353.6716257
1220,FL,27,9,11150,7193210,24984987,1210014,10389015,1371032,623344,365550,0.007998975671717335,0.011317718168210747,11599029,0.015693051626456532,0.008420077038651747,0.009457322577153173,124177,10130,0.0015462637912554715,0.002705519312814119,-48732543.36468954,0.0033608650596337612,650316722.1106193,1779.008951198521,344058632.3136067,941.2081310726486,222959047.91375172,609.9276375701046,619875539.245033,1695.7339331008973,243340226.41703546,665.6824686555477,338572148.2620836,926.1992839887391,0.0,0.0,-19479739.052261658,-53.28884982153374,-133.3129349328123,6431.158620832112,2350910033.8451786
1240,GA,1,9,1940,631345,1812212,98748,451068,279217,78801,309670,0.0007020667122828863,0.0008208971522398444,549816,0.0007438804466349576,0.0017147875837334394,0.0011955621236464091,153606,8936,0.0019127164927449363,0.00238662592095824,-22175981.309509702,0.0015293780213454966,57078023.70859866,184.31886753188445,24955273.428091273,80.58666783379492,16171673.899124935,52.222281458084204,29383277.642080825,94.88577402422199,49557361.169896394,160.0328128972661,42801124.02654145,138.2152744099895,0.0,0.0,-17183706.63089933,-55.49038211935069,-71.61165534120096,583.1596406946894,180587045.9339245
1250,GA,2,9,870,269549,836377,83907,227618,165832,34439,259390,0.0002997432152454517,0.0003788626813523497,311525,0.00042148165229450424,0.0010184431986078346,0.0005225056024194957,102732,7138,0.0012792286156313737,0.0019064162739256844,-10133065.348095756,0.0006988320929721211,24369123.399455223,93.94781371469688,11517425.513111431,44.401964274302905,7463594.822641289,28.77364132249234,16648525.265632918,64.1833735519215,29433008.43976642,113.4700969187957,18705700.566617947,72.11419317097015,0.0,0.0,-13726197.172264928,-52.91721798166825,-39.06498071666508,324.90888425484616,84278115.48686454
1260,GA,3,9,2090,1117857,2273863,123129,420602,348675,87228,322830,0.0012430765885409886,0.0010300161687945722,543731,0.0007356476696372461,0.0021413580145845596,0.0013234158566696992,187345,9611,0.002332837723352604,0.002566904848514956,-28815819.96090756,0.0019872979283384524,101062126.64838237,313.05060449271247,31312491.531354994,96.99374758032089,20291318.525253072,62.85450089908953,29058082.950671222,90.01047904677763,61885246.62149377,191.69608345412067,47378287.66877523,146.75924687536855,0.0,0.0,-18481714.90930768,-57.24906269339182,-89.26004386490587,754.855555790092,243690019.07571542
1270,GA,4,9,980,407489,851405,27762,199191,105650,20902,339680,0.00045313491438348457,0.000385670076074303,226953,0.0003070589051703543,0.0006488405370068365,0.0003171233805212782,140414,10895,0.001748448456520497,0.0029098354307117305,-24638756.904325567,0.0016992246140914184,36839868.539377294,108.4546294729666,11724370.312658811,34.5159276750436,7597700.498663769,22.36722944731444,12128826.754228994,35.70662610171042,18751491.519497573,55.20340178844081,11353017.02266176,33.42268318023363,0.0,0.0,-20950815.10112446,-61.67809438625901,-72.53520049554159,155.45720278390888,52805702.641638175
1280,GA,5,9,6200,3662434,9181186,854099,2645852,1025528,246240,344120,0.004072690838342048,0.004158900526861277,3499951,0.004735302561366833,0.006298193452300493,0.00373593250500237,103743,9178,0.0012918176835985439,0.002451259254985981,-46545637.9014443,0.003210043993203055,331109765.1572085,962.1927384552148,126430576.01658282,367.40258054336516,81930340.37916715,238.08654068106227,187044451.1739899,543.5442612286118,182017790.77148423,528.9369719036506,133746383.67908485,388.6620471901803,0.0,0.0,-17649066.635899063,-51.28753526647409,-135.25990323562797,2842.277701499983,978084602.6401742
1290,GA,6,9,10970,6527311,11725439,431962,2609799,1352215,331114,351250,0.007258484305439845,0.005311398160845425,3041761,0.00411538865954573,0.00830451402507051,0.005023633672276457,222836,10927,0.0027747750242653976,0.002918381987277382,-76395209.25108397,0.005268635120764411,590114774.0322595,1680.0420613018064,161466504.0897009,459.6911148461236,104634543.76865487,297.8919395548893,162557852.05205634,462.7981553083455,240000455.32453775,683.2753176499295,179846085.46749717,512.0173251743691,0.0,0.0,-21012350.30839715,-59.82163788867516,-217.4952576543316,3818.3990182924567,1341212655.1752253
1300,GA,7,9,3260,1709100,3533762,76586,872959,440641,144873,373850,0.001900549173530607,0.0016007261636571091,949545,0.0012846988059641603,0.002706159423258206,0.0021980009332245305,251045,12390,0.0031260361699487816,0.0033091198702632713,-45381990.60720271,0.0031297924556691523,154514647.80803835,413.30653419296067,48662075.37517612,130.16470609917377,31534305.42404505,84.35015493926721,50745602.835584335,135.73787036400785,78208007.33216216,209.1962212977455,78688433.4094382,210.48129840694983,0.0,0.0,-23825663.065895554,-63.730541837356036,-121.3909070675477,998.1153363952012,373145418.5113459
1310,GA,8,9,1390,472092,1369821,61084,307069,185605,69083,284330,0.0005249745833657547,0.0006205025449441545,368153,0.0004980972144681121,0.0011398774053114425,0.0010481214475433671,141521,8178,0.0017622329256002768,0.002184179362309365,-14005909.655292364,0.0009659248038132664,42680433.62763585,150.10879480756816,18863277.366302297,66.34290214294059,12223900.135399843,42.99194645447136,19674839.971490428,69.19720033584366,32942457.013500687,115.85994096120946,37522747.822052546,131.96900721715102,0.0,0.0,-15726091.408627426,-55.309293456995135,-49.25934532160645,471.90115314058266,134175654.87246187
1320,GA,9,9,1760,649248,2449879,72222,392190,238760,111480,328620,0.0007219751622587324,0.001109748028614863,464412,0.0006283320346854837,0.0014663243408968509,0.0016913651545551666,179617,7391,0.0022366079337875293,0.0019739874867728685,-25270381.033786636,0.001742784898881837,58696580.691634946,178.61536331213847,33736340.06989183,102.66064168307416,21862036.1637128,66.52679740646583,24819115.370076604,75.52527347719739,42376773.45191899,128.9537260419907,60550872.53307497,184.2580260881108,0.0,0.0,-14212709.904764654,-43.24968019221184,-76.89848771768801,616.3916600990775,202558627.34175885
1330,GA,10,9,2110,793127,2109478,83322,533819,298374,116105,313850,0.0008819711335526357,0.000955552928086009,617141,0.000834968648996654,0.0018324386785506658,0.00176153526434901,182989,9471,0.0022785963978679425,0.0025295136635402294,-27612992.338163767,0.001904344299183708,71704253.15782928,228.46663424511482,29048809.013814673,92.55634543194097,18824392.68329438,59.97894753319859,32981261.635367833,105.08606543051724,52957477.81011424,168.7349938190672,63062962.46369456,200.93344739109307,0.0,0.0,-18212498.377489652,-58.02930819655776,-87.98149542190144,709.7456302324728,222753666.04846156
1340,GA,11,9,6930,4272045,9621429,524958,3063314,1415811,296568,362420,0.004750588961462502,0.0043583221315044015,3588272,0.004854797565017592,0.008695083478847006,0.004499504674884434,210483,10361,0.0026209542956813696,0.0027672147680224174,-52978573.95416419,0.0036536947554595993,386222882.5669014,1065.6776186935085,132492992.79773381,365.5785905792556,85858945.9906367,236.90454718458338,191764503.81819487,529.1222995921717,251287912.5386785,693.3610522009782,161082267.36086273,444.4629638564724,0.0,0.0,-19923946.329761405,-54.974742921917674,-146.18005064335355,3133.9522785416984,1135806984.7890823
1350,GA,12,9,1210,414359,1130179,36840,202426,152122,67911,285930,0.0004607744748668707,0.0005119493318779895,239266,0.00032371793280762975,0.000934244393474245,0.0010303399624237166,145563,8397,0.0018125642932791113,0.002242669858805544,-14140375.188748103,0.0009751982888791795,37460964.80667659,131.0144609053845,15563259.689090881,54.43031402472941,10085401.837996393,35.27227586470952,12786858.345901376,44.72024042913082,26999662.97140568,94.42752761656938,36886170.654769056,129.00419912135507,0.0,0.0,-16147222.983399918,-56.47264359598474,-49.45397540918442,382.94239895670955,109494720.13369197
1360,GA,13,9,960,440413,1012040,24543,180686,144075,58073,352470,0.0004897469797917823,0.000458434638967633,205229,0.0002776671471591327,0.000884824423750686,0.0008810786564449425,156692,12937,0.0019511436576773666,0.0034552125715573805,-29094651.888369277,0.0020065277164392605,39816429.4570719,112.96402376676568,13936413.024616044,39.53928851991955,9031162.38766237,25.622499468500497,10967852.312785741,31.117122911980427,25571425.846394826,72.5492264487611,31542615.900728945,89.49021448840736,0.0,0.0,-24877530.51521314,-70.58056150938559,-82.54504465165624,218.15676944329277,76893716.52567741
1370,GA,14,9,940,328648,1334921,26127,236059,187331,66934,293050,0.000365462339700712,0.0006046935167437173,262186,0.00035472783400525445,0.0011504774882917907,0.0010155170008521307,175600,7043,0.0021865878684817703,0.001881043684121406,-12948887.013130216,0.0008930266905607045,29712088.217667885,101.38914252744544,18382682.909009006,62.72882753458115,11912462.27985123,40.649931001027916,14011749.44320755,47.81351115238884,33248799.41163275,113.45776970357532,36355508.63050628,124.05906374511612,0.0,0.0,-13543514.525674123,-46.21571242338892,-44.18661325074293,399.69591999000295,117130889.35307035
1390,HI,1,9,2620,958209,2705477,135480,749468,179240,96094,355610,0.0010655452126965008,0.0012255290025396574,884948,0.001197301485385497,0.001100787296290633,0.001457930060655043,181876,8547,0.0022647372162186243,0.002282731842707036,-64026918.85534823,0.004415649576230913,86628825.79222551,243.60627033048988,37256081.677205585,104.76668731814512,24142921.350031253,67.89157040024536,47293408.67272713,132.9923474388435,31812752.862799294,89.45966891482043,52193896.17145053,146.77285838826393,0.0,0.0,-16435669.26749066,-46.21824264641225,-180.04813940931984,559.2230207350761,198865298.40360042
1400,HI,2,9,1790,510375,1771858,92785,617016,108998,69498,328750,0.0005675459507581087,0.0008026175670249322,709801,0.0009603341570669815,0.0006694019957659363,0.0010544177925302742,178531,6072,0.002223084958701133,0.0016217091083324119,-50732855.68679576,0.0034988176335721214,46141485.796634234,140.3543294194197,24399574.037557937,74.21923661614582,15811566.070391163,48.09601846506818,37933199.20414577,115.38615727496811,19345717.677635558,58.84628951372033,37748156.972583815,114.82329117135761,0.0,0.0,-11676305.579993365,-35.5172793307783,-154.32047357200233,361.88756955789916,118970538.49215934
1420,ID,1,9,2480,699816,2791405,57671,834355,175683,188879,405410,0.000778207665100635,0.0012644527324882867,892026,0.0012068777541759327,0.0010789422817129395,0.002865656252486772,271599,8912,0.0033819765289964713,0.0023802160035340013,-29512518.977232993,0.002035346136360896,63268283.17268162,156.05999647932123,38439363.06764392,94.81602098528383,24909718.830019247,61.4432767569109,47671671.28994934,117.58878984225683,31181431.94150395,76.91332710466922,102590493.83902644,253.0536835278519,0.0,0.0,-17137555.22544481,-42.272157138316295,-72.79672178099453,644.8062157769831,261410887.93814668
1430,ID,2,9,2810,992566,3272113,189713,935147,285302,135581,368220,0.0011037507992361947,0.0014822042032096544,1124860,0.0015218934319877891,0.0017521580964422571,0.0020570234931803376,243807,6827,0.003035907906895985,0.001823354427303257,-20799253.95658872,0.0014344313073509462,89734939.97790264,243.69925581962588,45059007.777573496,122.36980005858861,29199422.803230193,79.29885069586169,60114790.563517675,163.2578093626573,50637368.98718123,137.51933351578197,73641441.05585608,199.99305050202616,0.0,0.0,-13128151.87658345,-35.653011451261335,-56.48594306824376,853.9991454350366,314459565.3320891
1450,IL,1,9,1460,653426,1513036,60633,252944,82622,54641,326790,0.0007266211715308702,0.0006853761831597877,313577,0.00042425793140696174,0.000507416023176326,0.000829008641999003,157957,9123,0.001966895557754983,0.002436569860888767,-22124361.43826489,0.001525818030225165,59074301.24545975,180.77144724581458,20835435.968057547,63.757874990230874,13501910.808247818,41.316780832485136,16758188.290574988,51.28121512462128,14664323.06979582,44.87384274242119,29678509.38356431,90.81829120708807,0.0,0.0,-17543302.998399124,-53.68372042718297,-67.7020760680097,351.43365564746847,114845004.32903622
1460,IL,2,9,580,218970,637284,66842,136689,53534,28508,313720,0.00024349848021063542,0.0002886773847474893,203531,0.00027536981678245,0.00032877453202199703,0.00043252097081143427,134759,8855,0.0016780318597308366,0.002364992449651434,-14261216.461104803,0.0009835321697313658,19796426.44112466,63.102213569822325,8775792.496323675,27.97332811527373,5686944.479525539,18.127452758910938,10877107.762906777,34.671387743550866,9501583.975435715,30.286828941207812,15484250.755049346,49.35691302769777,0.0,0.0,-17027945.637490325,-54.27752657621549,-45.45842299217392,123.78217458807403,38832943.81177059
1470,IL,3,9,2710,1327147,3034856,94673,576968,164859,112183,346150,0.0014758107389875516,0.0013747313492339778,671641,0.0009087051069054911,0.0010124676014236637,0.0017020310112438309,206083,7837,0.002566165078020095,0.002093105118906639,-28425116.77150218,0.0019603528807932537,119983413.07968795,346.62260025910143,41791833.01671293,120.73330352943212,27082207.579909362,78.23835787927015,35893851.7227669,103.69450158245529,29260313.68114388,84.53073430924131,60932710.20252915,176.0297853604771,0.0,0.0,-15070356.8561278,-43.53707021848274,-82.11791642785549,784.1942962736391,271448855.6551202
1480,IL,4,9,720,336375,650330,14995,134825,33578,21364,309930,0.00037405489921383064,0.00029458697162149794,149820,0.000202700846310128,0.00020621644630019456,0.000324132805542847,149303,6999,0.0018591351282911945,0.0018692921688436349,-14972639.834145965,0.0010325958506307562,30410663.30608443,98.12107026129911,8955443.937293537,28.89505351948355,5803363.34094351,18.72475507677059,8006683.429250057,25.833844510857475,5959655.298075623,19.229036550432753,11603954.438433921,37.4405654129446,0.0,0.0,-13458903.615674172,-43.42562390112016,-48.30974682717377,136.50895460349415,42308220.300260946
1490,IL,5,9,10160,6596788,14895047,604897,4878500,986346,243366,378160,0.0073357439479004305,0.006747169572201618,5483397,0.007418830680512728,0.006057560514098866,0.003692328419478585,161492,8885,0.0020109137133078477,0.0023730048464317326,-63224187.54612158,0.004360288796284247,596395982.964305,1577.0995953149593,205113954.99492916,542.3999232994742,132919240.57237187,351.4894239802514,293043811.8802528,774.9201710393822,175063498.85745722,462.93499803643226,132185357.41733335,349.548755599041,0.0,0.0,-17085634.894308474,-45.18096809368647,-167.18898758758615,3846.0229115882676,1454412024.2462194
1500,IL,6,9,9870,5876825,12247923,516275,2882359,629522,379337,365620,0.006535132465469551,0.005548073355409242,3398634,0.004598224456670508,0.00386615610541995,0.005755268959755052,248749,9794,0.0030974461600055347,0.0026157804688747765,-63228249.437629364,0.00436056892673306,531306269.44267446,1453.1652246667975,168661430.00444093,461.30252722619366,109297045.10156207,298.9361771827637,181629866.03848508,496.77223904186064,111731911.44663656,305.5957317614916,206038628.75923088,563.5321611488181,0.0,0.0,-18833619.37589839,-51.51145827880967,-172.9343291877615,3354.8582735613536,1226603281.9795022
1510,IL,7,9,7450,4978570,16396230,1395397,7846617,1853442,185842,346460,0.005536257152222968,0.007427176574523017,9242014,0.012504098647777675,0.011382757241751302,0.0028195791447151175,114368,9490,0.0014241211921555985,0.002534588181501085,-39074634.700265266,0.0026948023931217422,450097706.47572726,1299.1332519648076,225786167.8654997,651.6947637981287,146315378.51810342,422.31535680339266,493911896.58721817,1425.5957299175031,328961684.28661263,949.4939799301872,100940933.3808012,291.34945846793624,0.0,0.0,-18249034.90680781,-52.67284796746467,-112.78252814254247,4874.127164771949,1688690097.5068893
1520,IL,8,9,1400,638035,1589096,51070,319350,61974,85490,358690,0.0007095061096095025,0.0007198298990602247,370420,0.0005011643805246137,0.00038060807799774433,0.0012970470673028453,204061,9265,0.0025409869420857547,0.0024744952056488466,-23437283.2454177,0.0016163643617529448,57682846.711252555,160.81531883033415,21882828.931430828,61.00763592916119,14180649.011486426,39.53455354619985,19795993.03072224,55.18969871120534,10999573.45413481,30.665960729696426,46434285.00944186,129.45519810823234,0.0,0.0,-17816365.480671696,-49.6706500896922,-65.34133442643424,361.65638133870283,129722527.42237933
1530,IL,9,9,9810,6505305,15282808,1048646,5016742,1278839,291827,371020,0.007234013247507182,0.00692281784108499,6065388,0.008206242696564508,0.007853881528682308,0.004427574622877383,185322,9011,0.002307647135323341,0.0024066569129089863,-57077614.84470075,0.003936387230669017,588125277.022334,1585.1578810369629,210453662.36898372,567.2299670340783,136379511.4693743,367.5799457424783,324146586.5142981,873.6633780235516,226977176.1789187,611.7653392779869,158507171.4990103,427.22001913376715,0.0,0.0,-17327929.7729447,-46.70349246117379,-153.8397252026865,4232.073312584965,1570183840.4352736
1540,IL,10,9,10040,6638368,17554373,805198,4414711,930410,568909,346230,0.007381981637114287,0.007951793060114388,5219909,0.007062341289292845,0.00571403430228614,0.008631439349774178,205406,10167,0.0025577350097572126,0.002715401268843154,-48298259.464315176,0.00333091444581484,600155107.0973915,1733.4000724876282,241734509.02747738,698.1905352727302,156650323.28425345,452.44584029186797,278962480.92706734,805.7143544091134,165135591.33606946,476.9534452129205,309005528.72191554,892.4862915458382,0.0,0.0,-19550889.13567071,-56.467923448778876,-139.49761564369112,4863.225000127629,1683794391.794189
1550,IL,11,9,2620,1331473,2802303,90187,656914,133581,91486,343240,0.0014806213268552559,0.0012693893167097297,747101,0.0010107996594522957,0.0008203764105434002,0.0013880178734269283,224047,9161,0.002789854511217171,0.0024467188968104784,-28069955.132789943,0.0019358589746751686,120374513.8733323,350.70071633065,38589435.227975786,112.42697595844244,25006969.539181676,72.8556390257012,39926586.54836568,116.32265047303835,23708878.264704265,69.07376257051703,49691039.86868403,144.77053918157566,0.0,0.0,-17616376.057035446,-51.32378527279876,-81.77938216055804,733.0471161065678,251611092.13241836
1560,IL,12,9,1010,425941,970978,36183,149076,40848,33891,302890,0.00047365386198747894,0.00043983434338120466,185259,0.00025064848542629824,0.0002508645362579769,0.0005141913926536522,157354,6421,0.001959386944516404,0.0017149199908765508,-7520507.503930202,0.0005186556899262208,38508058.97958204,127.13545834983671,13370964.038788622,44.14462028719542,8664736.564609732,28.60687564663651,9900615.17433878,32.68716423235756,7249985.097855532,23.936033206297772,18408051.85700075,60.774709818748555,0.0,0.0,-12347423.934311166,-40.7653733510884,-24.82917066898941,251.6903175209947,76234480.2739341
1570,IL,13,9,1670,740605,1790350,89062,429904,80985,64885,306660,0.0008235657484422416,0.0008109940870674101,518966,0.0007021415525709644,0.000497362526166575,0.0009844297457240042,149337,6719,0.0018595584995185772,0.0017945097988941825,-7723686.702059358,0.0005326680484178868,66955895.34835424,218.3391878574129,24654220.24684927,80.39594419503446,15976583.515227979,52.098687521124305,27734591.326553095,90.44085086595283,14373777.006214019,46.87203093397906,35242584.896919355,114.92397083714653,0.0,0.0,-12920470.552038115,-42.13288512371393,-25.186482430246393,535.7513046566897,164293495.08602047
1580,IL,14,9,4030,1951760,3922165,140419,694805,193427,170576,364240,0.002170391349207242,0.0017766652461824496,835224,0.0011300267765220287,0.0011879155565700083,0.002587964680690726,286952,10288,0.0035731535423495497,0.0027477179358570245,-43386078.66756325,0.0029921433563836726,176452816.69054878,484.4410737166395,54010623.483946465,148.28306469346163,35000305.34979425,96.09132810727611,44636057.67262013,122.54573268345084,34330759.58487324,94.25312866481781,92649135.56872799,254.36288043248405,0.0,0.0,-19783569.138170578,-54.31465280631061,-119.11398711718442,1026.548568374635,373910050.54477704
1590,IL,15,9,1020,333708,935455,38972,134225,40129,55137,303060,0.0003710891484410226,0.00042374310817306347,173197,0.0002343290513841626,0.00024644885858539844,0.0008365339121520292,170185,7026,0.002119159774473634,0.0018765033259459036,-5007550.624445203,0.00034534831892725536,30169547.768255137,99.54975175956952,12881790.48846113,42.50574304910292,8347739.23100935,27.54484006800419,9255997.529674422,30.54179875164793,7122372.013118015,23.501524493889047,29947914.055042647,98.81843217528755,0.0,0.0,-13510823.946810506,-44.58135005216956,-16.523297777486974,261.35744246784463,79206986.514305
1600,IL,16,9,1380,514192,1409699,50609,320235,60085,78736,332640,0.0005717905216991691,0.0006385665113217198,370844,0.000501738036637519,0.00036900694430720086,0.0011945759491303876,186180,6008,0.002318331032767289,0.0016046159952011086,-9226078.823502539,0.0006362812981725889,46486569.414142445,139.75038905165476,19412421.944180284,58.35865182834381,12579760.27303788,37.81794213876227,19818652.447182003,59.579883499224394,10664300.690478105,32.05958601033581,42765818.97886787,128.5648718700934,0.0,0.0,-11553235.165447982,-34.73194794807594,-27.735927199081708,393.6634492512568,130948209.75893807
1610,IL,17,9,860,300530,863855,43102,151324,32723,40296,312850,0.0003341946305781717,0.0003913096864208773,194426,0.0002630510929428177,0.00020096553613322017,0.0006113675122708558,144977,5400,0.0018052673656542234,0.001442231420453726,-4189671.8448040895,0.0002889428858485579,27170023.46600536,86.84680666774926,11895814.467194669,38.02401939330244,7708800.822491283,24.640565198949282,10390518.1712413,33.2124601925565,5807903.994250063,18.56450054099429,21886956.939296637,69.95990710978627,0.0,0.0,-10384066.227266828,-33.19183706973575,-13.391950918344541,224.66447111525775,70286279.7884084
1620,IL,18,9,2870,1343547,2709211,115075,466500,146990,102501,334560,0.0014940478266043686,0.001227220432662879,581575,0.0007868491836391182,0.0009027266496415986,0.0015551365241035086,204517,8619,0.0025466650973706506,0.0023019615949797525,-11624118.022413028,0.0008016633118905536,121466088.30293517,363.0621960274246,37307501.15295152,111.51213878811431,24176242.523458716,72.26280046466617,31080542.75374517,92.89975715490546,26088800.1746422,77.97943619871533,55673887.56290561,166.40927655100913,0.0,0.0,-16574123.483854217,-49.54006301965034,-34.744494328111635,799.841047837073,267594820.96437114
1640,IN,1,9,1610,615991,1640149,70175,286942,90639,95262,339360,0.0006849927950104102,0.000742955925327185,357117,0.0004831659199822052,0.000556651750437886,0.0014453070268499668,188014,5578,0.0023411681748561025,0.0014897716413501637,-14979917.389764087,0.0010330977510182129,55689914.23434635,164.10276471695647,22585860.129946426,66.55427902506608,14636231.728945544,43.12892423663821,19085053.839297105,56.23837175653319,16087235.587654905,47.404631033872306,51741991.56122881,152.46932921154175,0.0,0.0,-10726355.817721179,-31.607602008843642,-44.14167076191681,454.14902720984753,154120013.87393388
1650,IN,2,9,1910,872196,2292728,115372,483620,185180,156764,336900,0.0009698972482339836,0.0010385616506570722,598992,0.000810413732031746,0.001137267303766455,0.0023784101819939556,195512,5980,0.002434533982588883,0.0015971377582061632,-7641941.135465121,0.0005270304231355256,78852646.28142287,234.05356569137095,31572274.179974996,93.7140818639804,20459664.51794432,60.72919120790834,32011342.415253967,95.0173416896823,32867025.078850552,97.55721305684344,85147084.51538362,252.73696798867206,0.0,0.0,-11499391.859084375,-34.132952980363235,-22.6831140856786,776.9922944324156,261768703.99428082
1660,IN,3,9,2090,784959,2288041,90332,365888,154736,170361,353730,0.0008728881743054307,0.0010364385298784061,456220,0.0006172485656361407,0.0009502980533297667,0.002584702718830039,212546,7033,0.0026466429675075535,0.0018783728851946397,-8986173.356323795,0.0006197360935395721,70965808.57103151,200.62140211752327,31507731.308303546,89.07282760383215,20417839.038604602,57.72153630906229,24381318.34262756,68.92635157500794,27463613.741230257,77.6400467623053,92532357.33411539,261.590357996538,0.0,0.0,-13524284.773401406,-38.23335530885536,-25.404046465733174,691.9351205896804,244758210.20618767
1670,IN,4,9,1310,505556,1278951,36707,273494,67935,65987,344740,0.0005621871382443623,0.0005793401841254232,310201,0.00041969032990420515,0.0004172170551969658,0.0010011491967494778,214339,7969,0.0026689695737045225,0.002128359664739952,-10134334.68919194,0.0006989196337373752,45705814.33926665,132.5805370402815,17611941.597412866,51.08760688464601,11413001.627270836,33.106113671958106,16577768.031216104,48.08774157688723,12057572.895192312,34.975845260753935,35841141.2436313,103.96571689862303,0.0,0.0,-15324189.586127656,-44.451440465648474,-29.39703744616795,329.95508342133337,113748715.45867047
1680,IN,5,9,6860,3583834,8190906,315948,2007110,555566,327140,379480,0.0039852862598858405,0.003710322749029504,2323058,0.003143010430032795,0.0034119615880997644,0.004963340479558461,250668,11466,0.003121341730162804,0.003062338049430078,-35101850.93742912,0.0024208173060295945,324003772.9287188,853.8098791206884,112793811.57049692,297.2325592139162,73093358.15588123,192.61452028007068,124148911.9862954,327.1553493894155,98605689.89608319,259.8442339414019,177687589.1681929,468.2396678828737,0.0,0.0,-22048833.95589656,-58.1027562872788,-92.49987071104965,2248.293582830038,853182448.8123428
1690,IN,6,9,1200,441957,1280620,60083,275677,81269,81932,328350,0.0004914639348698534,0.0005800962089983896,335760,0.0004542706992196541,0.0004991066881401665,0.001243065391487387,184612,6055,0.002298806147927999,0.0016171687501569095,-7385618.856775733,0.000509353024605223,39956017.90491909,121.68727852876226,17634924.753551044,53.70770444206196,11427895.317268275,34.80400583909936,17943692.61917634,54.64806645097104,14424183.287250813,43.9292927889472,44501741.015248455,135.5314177409729,0.0,0.0,-11643615.001129748,-35.46098675538221,-22.493128846583623,386.3536501888489,126859221.03950852
